#,Unnamed: 1
"""Местное время в Варандее"";""T"";""Po"";""P"";""Pa"";""U"";""DD"";""Ff"";""ff10"";""ff3"";""N"";""WW"";""W1"";""W2"";""Tn"";""Tx"";""Cl"";""Nh"";""H"";""Cm"";""Ch"";""VV"";""Td"";""RRR"";""tR"";""E"";""Tg"";""E'"";""sss""",
"""25.04.2023 03:00"";""-10.6"";""753.6"";""754.3"";""0.1"";""92"";""Ветер, дующий с юго-юго-запада"";""5"";"""";"""";""20–30%."";"" "";"""";"""";"""";"""";""Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет."";""Облаков нет."";""2500 или более, или облаков нет."";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°."";""10.0"";""-11.7"";"""";"""";"""";"""";"""";""""",
"""25.04.2023 00:00"";""-6.6"";""753.5"";""754.2"";""-0.8"";""93"";""Ветер, дующий с юго-запада"";""8"";"""";""10"";""20–30%."";"" "";"""";"""";"""";"""";""Слоисто-кучевые, образовавшиеся не из кучевых."";""20–30%."";""600-1000"";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""20.0"";""-7.5"";"""";"""";"""";"""";"""";""""",
"""24.04.2023 21:00"";""-6.2"";""754.3"";""754.9"";""-0.1"";""87"";""Ветер, дующий с юго-юго-запада"";""8"";"""";""11"";""90  или более, но не 100%"";""Состояние неба в общем не изменилось. "";""Метель"";""Облака покрывали более половины неба в течение всего соответствующего периода."";"""";"""";""Слоисто-кучевые, образовавшиеся не из кучевых."";""70 – 80%."";""300-600"";""Высококучевые просвечивающие, расположенные на одном уровне."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""20.0"";""-8.1"";"""";"""";"""";"""";"""";""""",
"""24.04.2023 18:00"";""-2.5"";""754.4"";""755.1"";""0.0"";""89"";""Ветер, дующий с юго-запада"";""9"";"""";""14"";""90  или более, но не 100%"";""Состояние неба в общем не изменилось. "";""Метель"";""Облака покрывали более половины неба в течение всего соответствующего периода."";"""";""-1.5"";""Слоисто-кучевые, образовавшиеся не из кучевых."";""90  или более, но не 100%"";""300-600"";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""20.0"";""-4.1"";""Осадков нет"";""12"";"""";"""";"""";""""",
"""24.04.2023 15:00"";""-1.8"";""754.4"";""755.0"";""1.0"";""88"";""Ветер, дующий с западо-юго-запада"";""10"";"""";""15"";""100%."";""Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). "";""Метель"";""Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода."";"""";"""";""Слоисто-кучевые, образовавшиеся не из кучевых."";""100%."";""300-600"";"""";"""";""10.0"";""-3.6"";"""";"""";"""";"""";"""";""""",
"""24.04.2023 12:00"";""-2.7"";""753.4"";""754.1"";""1.0"";""88"";""Ветер, дующий с западо-юго-запада"";""11"";"""";""14"";""20–30%."";""Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). "";""Метель"";""Облака покрывали половину неба или менее в течение всего соответствующего периода."";"""";"""";""Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет."";""Облаков нет."";""2500 или более, или облаков нет."";""Высококучевые просвечивающие, расположенные на одном уровне."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""10.0"";""-4.4"";"""";"""";"""";"""";"""";""""",
"""24.04.2023 09:00"";""-4.6"";""752.4"";""753.1"";""1.3"";""91"";""Ветер, дующий с юго-запада"";""9"";""10"";""13"";""40%."";""Состояние неба в общем не изменилось. "";""Снег и/или другие виды твердых осадков"";""Метель"";"""";"""";""Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет."";""Облаков нет."";""2500 или более, или облаков нет."";""Высококучевые просвечивающие, расположенные на одном уровне."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""10.0"";""-5.9"";"""";"""";"""";"""";"""";""""",
"""24.04.2023 06:00"";""-3.3"";""751.1"";""751.8"";""0.2"";""93"";""Ветер, дующий с западо-юго-запада"";""11"";""13"";""13"";""100%."";""Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). "";""Снег и/или другие виды твердых осадков"";""Метель"";""-10.1"";"""";""Слоисто-кучевые, образовавшиеся из кучевых."";""100%."";""1000-1500"";"""";"""";""10.0"";""-4.3"";""0.3"";""12"";"""";"""";""Неровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью."";""56.0""",
"""24.04.2023 03:00"";""-3.3"";""750.9"";""751.6"";""-0.1"";""94"";""Ветер, дующий с западо-юго-запада"";""9"";"""";""13"";""90  или более, но не 100%"";""Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). "";""Метель"";""Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода."";"""";"""";""Слоисто-кучевые, образовавшиеся из кучевых."";""90  или более, но не 100%"";""300-600"";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""10.0"";""-4.2"";"""";"""";"""";"""";"""";""""",
"""24.04.2023 00:00"";""-8.5"";""751.0"";""751.7"";""0.0"";""93"";""Ветер, дующий с юго-запада"";""6"";"""";"""";""60%."";"" "";"""";"""";"""";"""";""Слоисто-кучевые, образовавшиеся из кучевых."";""60%."";""600-1000"";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""20.0"";""-9.4"";"""";"""";"""";"""";"""";""""",
"""23.04.2023 21:00"";""-6.0"";""751.0"";""751.6"";""1.0"";""89"";""Ветер, дующий с западо-юго-запада"";""6"";"""";""16"";""40%."";""Состояние неба в общем не изменилось. "";""Ливень (ливни)."";""Метель"";"""";"""";""Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды."";""20–30%."";""1000-1500"";""Высококучевые просвечивающие, расположенные на одном уровне."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""20.0"";""-7.6"";"""";"""";"""";"""";"""";""""",
"""23.04.2023 18:00"";""-4.2"";""750.0"";""750.7"";""2.1"";""82"";""Ветер, дующий с запада"";""8"";""10"";""17"";""40%."";""Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). "";""Ливень (ливни)."";""Метель"";"""";""0.3"";""Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них."";""40%."";""300-600"";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""10.0"";""-6.8"";""0.8"";""12"";"""";"""";"""";""""",
"""23.04.2023 15:00"";""-3.1"";""747.9"";""748.6"";""3.5"";""83"";""Ветер, дующий с запада"";""13"";""17"";""20"";""70 – 80%."";""Слабая или умеренная снежная низовая метель в целом высокая (выше уровня глаз наблюдателя). "";""Снег и/или другие виды твердых осадков"";""Метель"";"""";"""";""Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне."";""60%."";""600-1000"";""Высококучевые башенкообразные или хлопьевидные."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""2.0"";""-5.6"";"""";"""";"""";"""";"""";""""",
"""23.04.2023 12:00"";""-2.4"";""744.4"";""745.0"";""0.9"";""94"";""Ветер, дующий с запада"";""15"";""18"";""18"";""100%."";""Снег непрерывный слабый в срок наблюдения. "";""Снег и/или другие виды твердых осадков"";""Метель"";"""";"""";""Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками."";""100%."";""200-300"";""Высокослоистые непросвечивающие или слоисто-дождевые."";"""";""1.0"";""-3.3"";"""";"""";"""";"""";"""";""""",
"""23.04.2023 09:00"";""-0.8"";""743.5"";""744.1"";""-1.2"";""96"";""Ветер, дующий с востоко-юго-востока"";""3"";"""";"""";""100%."";""Снег неливневый. "";""Снег и/или другие виды твердых осадков"";""Облака покрывали более половины неба в течение всего соответствующего периода."";"""";"""";""Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды."";""100%."";""100-200"";"""";"""";""10.0"";""-1.3"";"""";"""";"""";"""";"""";""""",
"""23.04.2023 06:00"";""-3.0"";""744.7"";""745.4"";""-2.1"";""96"";""Ветер, дующий с востоко-юго-востока"";""5"";"""";"""";""100%."";""Снег непрерывный сильный в срок наблюдения. "";""Снег и/или другие виды твердых осадков"";""Облака покрывали более половины неба в течение всего соответствующего периода."";""-4.4"";"""";""Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет."";""100%."";""600-1000"";""Высокослоистые непросвечивающие или слоисто-дождевые."";"""";""1.0"";""-3.5"";""2.0"";""12"";"""";"""";""Неровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью."";""55.0""",
"""23.04.2023 03:00"";""-3.6"";""746.8"";""747.5"";""-2.3"";""96"";""Ветер, дующий с востока"";""5"";"""";"""";""100%."";""Состояние неба в общем не изменилось. "";""Снег и/или другие виды твердых осадков"";""Облака покрывали более половины неба в течение всего соответствующего периода."";"""";"""";""Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет."";""Облаков нет."";""2000-2500"";""Высокослоистые просвечивающие."";"""";""10.0"";""-4.2"";"""";"""";"""";"""";"""";""""",
"""23.04.2023 00:00"";""-3.3"";""749.1"";""749.8"";""-2.2"";""97"";""Ветер, дующий с востока"";""5"";"""";"""";""100%."";""Снег непрерывный слабый в срок наблюдения. "";""Снег и/или другие виды твердых осадков"";""Облака покрывали более половины неба в течение всего соответствующего периода."";"""";"""";""Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет."";""100%."";""300-600"";""Высокослоистые непросвечивающие или слоисто-дождевые."";"""";""4.0"";""-3.7"";"""";"""";"""";"""";"""";""""",
"""22.04.2023 21:00"";""-4.0"";""751.3"";""751.9"";""-0.9"";""97"";""Ветер, дующий с юга"";""3"";"""";"""";""100%."";"" "";"""";"""";"""";"""";""Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды."";""100%."";""50-100"";"""";"""";""20.0"";""-4.4"";"""";"""";"""";"""";"""";""""",
"""22.04.2023 18:00"";""-3.3"";""752.2"";""752.9"";""-0.7"";""97"";""Ветер, дующий с юго-юго-запада"";""3"";"""";"""";""100%."";"" "";"""";"""";"""";""0.2"";""Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды."";""100%."";""100-200"";"""";"""";""20.0"";""-3.7"";""Следы осадков"";""12"";"""";"""";"""";""""",
"""22.04.2023 15:00"";""-1.7"";""752.9"";""753.5"";""-0.3"";""89"";""Штиль, безветрие"";""0"";"""";"""";""70 – 80%."";""Состояние неба в общем не изменилось. "";""Снег и/или другие виды твердых осадков"";""Облака покрывали более половины неба в течение всего соответствующего периода."";"""";"""";""Слоисто-кучевые, образовавшиеся из кучевых."";""70 – 80%."";""300-600"";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""20.0"";""-3.3"";"""";"""";"""";"""";"""";""""",
"""22.04.2023 12:00"";""-1.2"";""753.2"";""753.8"";""-0.5"";""91"";""Штиль, безветрие"";""0"";"""";"""";""100%."";""Снег непрерывный слабый в срок наблюдения. "";""Снег и/или другие виды твердых осадков"";""Облака покрывали более половины неба в течение всего соответствующего периода."";"""";"""";""Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет."";""100%."";""300-600"";""Высокослоистые непросвечивающие или слоисто-дождевые."";"""";""20.0"";""-2.5"";"""";"""";"""";"""";"""";""""",
"""22.04.2023 09:00"";""-1.6"";""753.7"";""754.3"";""-0.3"";""94"";""Ветер, дующий с юга"";""2"";"""";"""";""100%."";""Снег непрерывный слабый в срок наблюдения. "";""Снег и/или другие виды твердых осадков"";""Облака покрывали более половины неба в течение всего соответствующего периода."";"""";"""";""Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет."";""100%."";""1000-1500"";""Высокослоистые непросвечивающие или слоисто-дождевые."";"""";""4.0"";""-2.5"";"""";"""";"""";"""";"""";""""",
"""22.04.2023 06:00"";""-3.1"";""754.0"";""754.7"";""-0.1"";""96"";""Ветер, дующий с юга"";""4"";"""";"""";""100%."";""Снег непрерывный слабый в срок наблюдения. "";""Снег и/или другие виды твердых осадков"";""Облака покрывали более половины неба в течение всего соответствующего периода."";""-4.0"";"""";""Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет."";""100%."";""2000-2500"";""Высокослоистые непросвечивающие или слоисто-дождевые."";"""";""10.0"";""-3.7"";""Следы осадков"";""12"";"""";"""";""Неровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью."";""56.0""",
"""22.04.2023 03:00"";""-3.7"";""754.1"";""754.8"";""0.1"";""95"";""Ветер, дующий с юго-юго-запада"";""5"";"""";"""";""100%."";""Состояние неба в общем не изменилось. "";""Снег и/или другие виды твердых осадков"";""Облака покрывали более половины неба в течение всего соответствующего периода."";"""";"""";""Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды."";""100%."";""100-200"";"""";"""";""10.0"";""-4.4"";"""";"""";"""";"""";"""";""""",
"""22.04.2023 00:00"";""-2.2"";""754.0"";""754.6"";""-0.2"";""98"";""Ветер, дующий с юго-юго-запада"";""4"";"""";"""";""100%."";""Состояние неба в общем не изменилось. "";""Снег и/или другие виды твердых осадков"";""Облака покрывали более половины неба в течение всего соответствующего периода."";"""";"""";""Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды."";""100%."";""100-200"";"""";"""";""20.0"";""-2.5"";"""";"""";"""";"""";"""";""""",
"""21.04.2023 21:00"";""-1.4"";""754.2"";""754.8"";""-0.1"";""98"";""Ветер, дующий с юго-запада"";""4"";"""";"""";""100%."";""Снег непрерывный слабый в срок наблюдения. "";""Снег и/или другие виды твердых осадков"";""Облака покрывали более половины неба в течение всего соответствующего периода."";"""";"""";""Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками."";""100%."";""100-200"";""Высокослоистые непросвечивающие или слоисто-дождевые."";"""";""10.0"";""-1.7"";"""";"""";"""";"""";"""";""""",
"""21.04.2023 18:00"";""-1.1"";""754.3"";""754.9"";""0.0"";""96"";""Ветер, дующий с юго-запада"";""5"";"""";"""";""100%."";""Снег непрерывный слабый в срок наблюдения. "";""Снег и/или другие виды твердых осадков"";""Облака покрывали более половины неба в течение всего соответствующего периода."";"""";""-0.9"";""Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками."";""100%."";""200-300"";""Высокослоистые непросвечивающие или слоисто-дождевые."";"""";""4.0"";""-1.6"";""0.2"";""12"";"""";"""";"""";""""",
"""21.04.2023 15:00"";""-0.9"";""754.3"";""754.9"";""0.3"";""95"";""Ветер, дующий с юго-запада"";""6"";"""";"""";""100%."";""Снег непрерывный слабый в срок наблюдения. "";""Снег и/или другие виды твердых осадков"";""Метель"";"""";"""";""Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками."";""100%."";""200-300"";""Высокослоистые непросвечивающие или слоисто-дождевые."";"""";""4.0"";""-1.6"";"""";"""";"""";"""";"""";""""",
"""21.04.2023 12:00"";""-1.0"";""754.0"";""754.6"";""0.3"";""94"";""Ветер, дующий с западо-юго-запада"";""7"";"""";"""";""90  или более, но не 100%"";""Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). "";""Снег и/или другие виды твердых осадков"";""Метель"";"""";"""";""Слоисто-кучевые, образовавшиеся не из кучевых."";""90  или более, но не 100%"";""600-1000"";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""10.0"";""-1.8"";"""";"""";"""";"""";"""";""""",
"""21.04.2023 09:00"";""-1.7"";""753.7"";""754.3"";""-0.1"";""96"";""Ветер, дующий с западо-юго-запада"";""5"";"""";"""";""100%."";""Снег непрерывный умеренный в срок наблюдения. "";""Снег и/или другие виды твердых осадков"";""Туман или ледяной туман или сильная мгла."";""-2.6"";"""";""Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет."";""100%."";""2000-2500"";""Высокослоистые непросвечивающие или слоисто-дождевые."";"""";""2.0"";""-2.2"";"""";"""";"""";"""";"""";""""",
"""21.04.2023 06:00"";""-2.0"";""753.8"";""754.4"";""0.0"";""99"";""Ветер, дующий с западо-юго-запада"";""5"";"""";"""";""100%."";""Дымка. "";""Туман или ледяной туман или сильная мгла."";""Облака покрывали более половины неба в течение всего соответствующего периода."";""-2.2"";"""";""Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды."";""100%."";""50-100"";"""";"""";""4.0"";""-2.2"";""1.0"";""12"";"""";"""";""Неровный слой слежавшегося или мокрого снега покрывает почву полностью."";""56.0""",
"""21.04.2023 03:00"";""-2.0"";""753.8"";""754.4"";""-0.4"";""99"";""Ветер, дующий с западо-юго-запада"";""4"";"""";"""";""100%."";""Дымка. "";""Снег и/или другие виды твердых осадков"";""Облака покрывали более половины неба в течение всего соответствующего периода."";"""";"""";""Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды."";""100%."";""50-100"";"""";"""";""4.0"";""-2.2"";"""";"""";"""";"""";"""";""""",
"""21.04.2023 00:00"";""-1.1"";""754.2"";""754.8"";""-0.4"";""99"";""Ветер, дующий с западо-юго-запада"";""4"";"""";"""";""100%."";""Снег непрерывный слабый в срок наблюдения. "";""Снег и/или другие виды твердых осадков"";""Облака покрывали более половины неба в течение всего соответствующего периода."";"""";"""";""Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками."";""100%."";""200-300"";""Высокослоистые непросвечивающие или слоисто-дождевые."";"""";""4.0"";""-1.3"";"""";"""";"""";"""";"""";""""",
"""20.04.2023 21:00"";""-0.7"";""754.6"";""755.2"";""-0.7"";""97"";""Ветер, дующий с западо-юго-запада"";""6"";"""";"""";""100%."";""Состояние неба в общем не изменилось. "";""Ливень (ливни)."";""Облака покрывали более половины неба в течение всего соответствующего периода."";"""";"""";""Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды."";""100%."";""100-200"";"""";"""";""10.0"";""-1.1"";"""";"""";"""";"""";"""";""""",
"""20.04.2023 18:00"";""-0.3"";""755.3"";""755.9"";""-0.3"";""98"";""Ветер, дующий с западо-юго-запада"";""5"";"""";"""";""100%."";""Ливневый снег слабый в срок наблюдения или за последний час. "";""Ливень (ливни)."";""Облака покрывали более половины неба в течение всего соответствующего периода."";"""";""0.2"";""Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них."";""100%."";""300-600"";"""";"""";""4.0"";""-0.6"";""0.4"";""12"";"""";"""";"""";""""",
"""20.04.2023 15:00"";""-0.1"";""755.6"";""756.2"";""0.2"";""96"";""Ветер, дующий с западо-юго-запада"";""6"";"""";""11"";""70 – 80%."";""Состояние неба в общем не изменилось. "";""Ливень (ливни)."";""Облака покрывали более половины неба в течение всего соответствующего периода."";"""";"""";""Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них."";""70 – 80%."";""300-600"";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""10.0"";""-0.6"";"""";"""";"""";"""";"""";""""",
"""20.04.2023 12:00"";""-0.1"";""755.4"";""756.0"";""0.2"";""96"";""Ветер, дующий с западо-юго-запада"";""8"";""11"";""11"";""100%."";""Снег неливневый. "";""Ливень (ливни)."";""Облака покрывали более половины неба в течение всего соответствующего периода."";"""";"""";""Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них."";""100%."";""300-600"";"""";"""";""10.0"";""-0.7"";"""";"""";"""";"""";"""";""""",
"""20.04.2023 09:00"";""0.2"";""755.2"";""755.8"";""-1.0"";""99"";""Ветер, дующий с юго-запада"";""8"";""10"";"""";""100%."";""Дымка. "";""Дождь со снегом или другими видами твердых осадков"";""Буря"";"""";"""";""Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды."";""100%."";""50-100"";"""";"""";""2.0"";""0.0"";"""";"""";"""";"""";"""";""""",
"""20.04.2023 06:00"";""-0.4"";""756.2"";""756.8"";""-1.3"";""99"";""Ветер, дующий с западо-юго-запада"";""7"";"""";"""";""100%."";""Снег непрерывный умеренный в срок наблюдения. "";""Снег и/или другие виды твердых осадков"";""Метель"";""-4.1"";"""";""Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками."";""100%."";""100-200"";""Высокослоистые непросвечивающие или слоисто-дождевые."";"""";""2.0"";""-0.5"";""2.0"";""12"";"""";"""";""Неровный слой слежавшегося или мокрого снега покрывает почву полностью."";""56.0""",
"""20.04.2023 03:00"";""-0.5"";""757.5"";""758.1"";""-1.9"";""99"";""Ветер, дующий с юго-запада"";""7"";"""";""13"";""100%."";""Снег непрерывный умеренный в срок наблюдения. "";""Снег и/или другие виды твердых осадков"";""Метель"";"""";"""";""Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками."";""100%."";""50-100"";"""";"""";""2.0"";""-0.6"";"""";"""";"""";"""";"""";""""",
"""20.04.2023 00:00"";""-2.2"";""759.4"";""760.0"";""-2.7"";""98"";""Ветер, дующий с юго-юго-запада"";""9"";""11"";""13"";""100%."";""Снег непрерывный слабый в срок наблюдения. "";""Снег и/или другие виды твердых осадков"";""Метель"";"""";"""";""Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками."";""100%."";""200-300"";""Высокослоистые непросвечивающие или слоисто-дождевые."";"""";""4.0"";""-2.5"";"""";"""";"""";"""";"""";""""",
"""19.04.2023 21:00"";""-3.7"";""762.1"";""762.7"";""-2.4"";""95"";""Ветер, дующий с юга"";""9"";""11"";""12"";""100%."";""Снег непрерывный слабый в срок наблюдения. "";""Снег и/или другие виды твердых осадков"";""Метель"";"""";"""";""Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками."";""100%."";""200-300"";""Высокослоистые непросвечивающие или слоисто-дождевые."";"""";""10.0"";""-4.4"";"""";"""";"""";"""";"""";""""",
"""19.04.2023 18:00"";""-3.4"";""764.5"";""765.2"";""-1.5"";""94"";""Ветер, дующий с юго-юго-запада"";""8"";"""";""12"";""100%."";""Состояние неба в общем не изменилось. "";""Метель"";""Облака покрывали более половины неба в течение всего соответствующего периода."";"""";""-2.0"";""Слоисто-кучевые, образовавшиеся не из кучевых."";""100%."";""1000-1500"";"""";"""";""10.0"";""-4.2"";""Следы осадков"";""12"";"""";"""";"""";""""",
"""19.04.2023 15:00"";""-2.2"";""766.0"";""766.7"";""-1.0"";""96"";""Ветер, дующий с западо-юго-запада"";""9"";"""";"""";""100%."";""Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). "";""Туман или ледяной туман или сильная мгла."";""Метель"";"""";"""";""Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды."";""100%."";""100-200"";"""";"""";""4.0"";""-2.7"";"""";"""";"""";"""";"""";""""",
"""19.04.2023 12:00"";""-2.4"";""767.0"";""767.7"";""-1.1"";""97"";""Ветер, дующий с западо-юго-запада"";""9"";""11"";""11"";""100%."";""Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). "";""Метель"";""Облака покрывали более половины неба в течение всего соответствующего периода."";"""";"""";""Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды."";""100%."";""50-100"";"""";"""";""1.0"";""-2.8"";"""";"""";"""";"""";"""";""""",
"""19.04.2023 09:00"";""-2.6"";""768.1"";""768.6"";""-1.3"";""95"";""Ветер, дующий с западо-юго-запада"";""9"";""11"";""11"";""100%."";""Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). "";""Снег и/или другие виды твердых осадков"";""Метель"";"""";"""";""Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды."";""100%."";""100-200"";"""";"""";""4.0"";""-3.3"";"""";"""";"""";"""";"""";""""",
"""19.04.2023 06:00"";""-4.1"";""769.4"";""770.1"";""-1.7"";""95"";""Ветер, дующий с юго-запада"";""8"";"""";"""";""100%."";""Снег непрерывный умеренный в срок наблюдения. "";""Снег и/или другие виды твердых осадков"";""Метель"";""-15.1"";"""";""Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет."";""100%."";""1000-1500"";""Высокослоистые непросвечивающие или слоисто-дождевые."";"""";""2.0"";""-4.8"";""0.2"";""12"";"""";"""";""Неровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью."";""53.0""",
"""19.04.2023 03:00"";""-7.4"";""771.1"";""771.8"";""-1.2"";""93"";""Ветер, дующий с юго-запада"";""6"";"""";"""";""100%."";""Снег непрерывный слабый в срок наблюдения. "";""Снег и/или другие виды твердых осадков"";""Метель"";"""";"""";""Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет."";""100%."";""300-600"";""Высокослоистые непросвечивающие или слоисто-дождевые."";"""";""10.0"";""-8.3"";"""";"""";"""";"""";"""";""""",
"""19.04.2023 00:00"";""-9.8"";""772.3"";""773.0"";""-1.4"";""91"";""Ветер, дующий с юго-юго-запада"";""7"";"""";"""";""100%."";""Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). "";""Метель"";""Облака покрывали более половины неба в течение всего соответствующего периода."";"""";"""";""Слоисто-кучевые, образовавшиеся из кучевых."";""100%."";""300-600"";"""";"""";""10.0"";""-11.0"";"""";"""";"""";"""";"""";""""",
"""18.04.2023 21:00"";""-12.0"";""773.7"";""774.4"";""-1.0"";""89"";""Ветер, дующий с юго-юго-запада"";""6"";"""";"""";""100%."";""Дымка. "";""Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода."";""Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода."";"""";"""";""Слоисто-кучевые, образовавшиеся из кучевых."";""100%."";""50-100"";"""";"""";""4.0"";""-13.4"";"""";"""";"""";"""";"""";""""",
"""18.04.2023 18:00"";""-14.2"";""774.7"";""775.4"";""-0.6"";""83"";""Ветер, дующий с юго-юго-запада"";""6"";"""";"""";""20–30%."";"" "";"""";"""";"""";""-10.4"";""Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет."";""Облаков нет."";""2500 или более, или облаков нет."";""Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""20.0"";""-16.5"";""Осадков нет"";""12"";"""";"""";"""";""""",
